Character 1,Character 2,Map,Outcome,Character 1 Base,Character 2 Base,Character 1 Map,Character 2 Map,Character 1 Final,Character 2 Final
koopa_troopa,bowser,koopa_beach,bowser,0.4,0.4727272727272727,0.09674999999999999,0.10049999999999999,0.2787,0.32383636363636364
yoshi,toad,choco_island,toad,0.45454545454545453,0.45454545454545453,0.10250000000000001,0.12400000000000003,0.31372727272727274,0.32232727272727274
luigi,yoshi,koopa_beach,luigi,0.509090909090909,0.45454545454545453,0.11975,0.10374999999999998,0.3533545454545454,0.3142272727272727
yoshi,donkey_kong_jr,rainbow_road,donkey_kong_jr,0.45454545454545453,0.5818181818181818,0.1,0.15,0.31272727272727274,0.40909090909090906
luigi,koopa_troopa,rainbow_road,luigi,0.509090909090909,0.4,0.125,0.1125,0.3554545454545454,0.285
luigi,donkey_kong_jr,choco_island,donkey_kong_jr,0.509090909090909,0.5818181818181818,0.12350000000000001,0.1445,0.3548545454545454,0.4068909090909091
princess_peach,yoshi,choco_island,Tie,0.45454545454545453,0.45454545454545453,0.10250000000000001,0.10250000000000001,0.31372727272727274,0.31372727272727274
mario,koopa_troopa,koopa_beach,mario,0.4727272727272727,0.4,0.10525,0.09674999999999999,0.3257363636363636,0.2787
toad,koopa_troopa,donut_plains,toad,0.45454545454545453,0.4,0.12349999999999998,0.11324999999999999,0.3221272727272727,0.2853
princess_peach,luigi,koopa_beach,luigi,0.45454545454545453,0.509090909090909,0.10374999999999998,0.11975,0.3142272727272727,0.3533545454545454
yoshi,luigi,donut_plains,luigi,0.45454545454545453,0.509090909090909,0.10375000000000001,0.12274999999999998,0.3142272727272727,0.3545545454545454
luigi,toad,donut_plains,luigi,0.509090909090909,0.45454545454545453,0.12274999999999998,0.12349999999999998,0.3545545454545454,0.3221272727272727
bowser,luigi,donut_plains,luigi,0.4727272727272727,0.509090909090909,0.07949999999999999,0.12274999999999998,0.3154363636363636,0.3545545454545454
luigi,donkey_kong_jr,choco_island,donkey_kong_jr,0.509090909090909,0.5818181818181818,0.12350000000000001,0.1445,0.3548545454545454,0.4068909090909091
toad,yoshi,choco_island,toad,0.45454545454545453,0.45454545454545453,0.12400000000000003,0.10250000000000001,0.32232727272727274,0.31372727272727274
koopa_troopa,luigi,rainbow_road,luigi,0.4,0.509090909090909,0.1125,0.125,0.285,0.3554545454545454
bowser,koopa_troopa,donut_plains,bowser,0.4727272727272727,0.4,0.07949999999999999,0.11324999999999999,0.3154363636363636,0.2853
koopa_troopa,mario,koopa_beach,mario,0.4,0.4727272727272727,0.09674999999999999,0.10525,0.2787,0.3257363636363636
mario,koopa_troopa,donut_plains,mario,0.4727272727272727,0.4,0.10225,0.11324999999999999,0.3245363636363636,0.2853
koopa_troopa,donkey_kong_jr,vanilla_lake,donkey_kong_jr,0.4,0.5818181818181818,0.09649999999999999,0.15349999999999997,0.27859999999999996,0.4104909090909091
donkey_kong_jr,luigi,choco_island,donkey_kong_jr,0.5818181818181818,0.509090909090909,0.1445,0.12350000000000001,0.4068909090909091,0.3548545454545454
toad,bowser,rainbow_road,toad,0.45454545454545453,0.4727272727272727,0.125,0.075,0.3227272727272727,0.3136363636363636
koopa_troopa,princess_peach,vanilla_lake,princess_peach,0.4,0.45454545454545453,0.09649999999999999,0.1025,0.27859999999999996,0.3137272727272727
bowser,toad,rainbow_road,toad,0.4727272727272727,0.45454545454545453,0.075,0.125,0.3136363636363636,0.3227272727272727
mario,luigi,donut_plains,luigi,0.4727272727272727,0.509090909090909,0.10225,0.12274999999999998,0.3245363636363636,0.3545545454545454
bowser,yoshi,rainbow_road,bowser,0.4727272727272727,0.45454545454545453,0.075,0.1,0.3136363636363636,0.31272727272727274
koopa_troopa,yoshi,choco_island,yoshi,0.4,0.45454545454545453,0.11300000000000002,0.10250000000000001,0.2852,0.31372727272727274
bowser,mario,donut_plains,mario,0.4727272727272727,0.4727272727272727,0.07949999999999999,0.10225,0.3154363636363636,0.3245363636363636
toad,bowser,choco_island,toad,0.45454545454545453,0.4727272727272727,0.12400000000000003,0.078,0.32232727272727274,0.31483636363636364
bowser,princess_peach,vanilla_lake,bowser,0.4727272727272727,0.45454545454545453,0.09899999999999999,0.1025,0.32323636363636365,0.3137272727272727
mario,luigi,choco_island,luigi,0.4727272727272727,0.509090909090909,0.1015,0.12350000000000001,0.32423636363636366,0.3548545454545454
bowser,koopa_troopa,donut_plains,bowser,0.4727272727272727,0.4,0.07949999999999999,0.11324999999999999,0.3154363636363636,0.2853
yoshi,mario,donut_plains,mario,0.45454545454545453,0.4727272727272727,0.10375000000000001,0.10225,0.3142272727272727,0.3245363636363636
princess_peach,toad,koopa_beach,toad,0.45454545454545453,0.45454545454545453,0.10374999999999998,0.1115,0.3142272727272727,0.3173272727272727
bowser,yoshi,vanilla_lake,bowser,0.4727272727272727,0.45454545454545453,0.09899999999999999,0.1025,0.32323636363636365,0.3137272727272727
toad,luigi,koopa_beach,luigi,0.45454545454545453,0.509090909090909,0.1115,0.11975,0.3173272727272727,0.3533545454545454
mario,koopa_troopa,rainbow_road,mario,0.4727272727272727,0.4,0.1,0.1125,0.3236363636363636,0.285
yoshi,donkey_kong_jr,choco_island,donkey_kong_jr,0.45454545454545453,0.5818181818181818,0.10250000000000001,0.1445,0.31372727272727274,0.4068909090909091
donkey_kong_jr,yoshi,choco_island,donkey_kong_jr,0.5818181818181818,0.45454545454545453,0.1445,0.10250000000000001,0.4068909090909091,0.31372727272727274
bowser,luigi,choco_island,luigi,0.4727272727272727,0.509090909090909,0.078,0.12350000000000001,0.31483636363636364,0.3548545454545454
bowser,princess_peach,choco_island,bowser,0.4727272727272727,0.45454545454545453,0.078,0.10250000000000001,0.31483636363636364,0.31372727272727274
luigi,princess_peach,rainbow_road,luigi,0.509090909090909,0.45454545454545453,0.125,0.1,0.3554545454545454,0.31272727272727274
koopa_troopa,princess_peach,donut_plains,princess_peach,0.4,0.45454545454545453,0.11324999999999999,0.10375000000000001,0.2853,0.3142272727272727
toad,mario,choco_island,mario,0.45454545454545453,0.4727272727272727,0.12400000000000003,0.1015,0.32232727272727274,0.32423636363636366
yoshi,bowser,rainbow_road,bowser,0.45454545454545453,0.4727272727272727,0.1,0.075,0.31272727272727274,0.3136363636363636
yoshi,toad,donut_plains,toad,0.45454545454545453,0.45454545454545453,0.10375000000000001,0.12349999999999998,0.3142272727272727,0.3221272727272727
mario,yoshi,choco_island,mario,0.4727272727272727,0.45454545454545453,0.1015,0.10250000000000001,0.32423636363636366,0.31372727272727274
mario,donkey_kong_jr,donut_plains,donkey_kong_jr,0.4727272727272727,0.5818181818181818,0.10225,0.14175,0.3245363636363636,0.4057909090909091
yoshi,mario,vanilla_lake,mario,0.45454545454545453,0.4727272727272727,0.1025,0.1045,0.3137272727272727,0.32543636363636363
toad,luigi,choco_island,luigi,0.45454545454545453,0.509090909090909,0.12400000000000003,0.12350000000000001,0.32232727272727274,0.3548545454545454
koopa_troopa,bowser,choco_island,bowser,0.4,0.4727272727272727,0.11300000000000002,0.078,0.2852,0.31483636363636364
luigi,koopa_troopa,donut_plains,luigi,0.509090909090909,0.4,0.12274999999999998,0.11324999999999999,0.3545545454545454,0.2853
koopa_troopa,yoshi,vanilla_lake,yoshi,0.4,0.45454545454545453,0.09649999999999999,0.1025,0.27859999999999996,0.3137272727272727
donkey_kong_jr,koopa_troopa,vanilla_lake,donkey_kong_jr,0.5818181818181818,0.4,0.15349999999999997,0.09649999999999999,0.4104909090909091,0.27859999999999996
mario,toad,rainbow_road,mario,0.4727272727272727,0.45454545454545453,0.1,0.125,0.3236363636363636,0.3227272727272727
koopa_troopa,mario,vanilla_lake,mario,0.4,0.4727272727272727,0.09649999999999999,0.1045,0.27859999999999996,0.32543636363636363
donkey_kong_jr,toad,rainbow_road,donkey_kong_jr,0.5818181818181818,0.45454545454545453,0.15,0.125,0.40909090909090906,0.3227272727272727
luigi,mario,donut_plains,luigi,0.509090909090909,0.4727272727272727,0.12274999999999998,0.10225,0.3545545454545454,0.3245363636363636
koopa_troopa,bowser,koopa_beach,bowser,0.4,0.4727272727272727,0.09674999999999999,0.10049999999999999,0.2787,0.32383636363636364
yoshi,bowser,koopa_beach,bowser,0.45454545454545453,0.4727272727272727,0.10374999999999998,0.10049999999999999,0.3142272727272727,0.32383636363636364
toad,koopa_troopa,koopa_beach,toad,0.45454545454545453,0.4,0.1115,0.09674999999999999,0.3173272727272727,0.2787
koopa_troopa,bowser,koopa_beach,bowser,0.4,0.4727272727272727,0.09674999999999999,0.10049999999999999,0.2787,0.32383636363636364
toad,yoshi,donut_plains,toad,0.45454545454545453,0.45454545454545453,0.12349999999999998,0.10375000000000001,0.3221272727272727,0.3142272727272727
toad,luigi,rainbow_road,luigi,0.45454545454545453,0.509090909090909,0.125,0.125,0.3227272727272727,0.3554545454545454
bowser,toad,choco_island,toad,0.4727272727272727,0.45454545454545453,0.078,0.12400000000000003,0.31483636363636364,0.32232727272727274
luigi,toad,vanilla_lake,luigi,0.509090909090909,0.45454545454545453,0.12049999999999998,0.11199999999999999,0.35365454545454544,0.3175272727272727
donkey_kong_jr,mario,vanilla_lake,donkey_kong_jr,0.5818181818181818,0.4727272727272727,0.15349999999999997,0.1045,0.4104909090909091,0.32543636363636363
koopa_troopa,toad,vanilla_lake,toad,0.4,0.45454545454545453,0.09649999999999999,0.11199999999999999,0.27859999999999996,0.3175272727272727
koopa_troopa,luigi,donut_plains,luigi,0.4,0.509090909090909,0.11324999999999999,0.12274999999999998,0.2853,0.3545545454545454
princess_peach,toad,koopa_beach,toad,0.45454545454545453,0.45454545454545453,0.10374999999999998,0.1115,0.3142272727272727,0.3173272727272727
toad,yoshi,donut_plains,toad,0.45454545454545453,0.45454545454545453,0.12349999999999998,0.10375000000000001,0.3221272727272727,0.3142272727272727
princess_peach,donkey_kong_jr,rainbow_road,donkey_kong_jr,0.45454545454545453,0.5818181818181818,0.1,0.15,0.31272727272727274,0.40909090909090906
bowser,yoshi,vanilla_lake,bowser,0.4727272727272727,0.45454545454545453,0.09899999999999999,0.1025,0.32323636363636365,0.3137272727272727
princess_peach,donkey_kong_jr,donut_plains,donkey_kong_jr,0.45454545454545453,0.5818181818181818,0.10375000000000001,0.14175,0.3142272727272727,0.4057909090909091
bowser,princess_peach,choco_island,bowser,0.4727272727272727,0.45454545454545453,0.078,0.10250000000000001,0.31483636363636364,0.31372727272727274
yoshi,bowser,donut_plains,bowser,0.45454545454545453,0.4727272727272727,0.10375000000000001,0.07949999999999999,0.3142272727272727,0.3154363636363636
luigi,donkey_kong_jr,donut_plains,donkey_kong_jr,0.509090909090909,0.5818181818181818,0.12274999999999998,0.14175,0.3545545454545454,0.4057909090909091
koopa_troopa,princess_peach,vanilla_lake,princess_peach,0.4,0.45454545454545453,0.09649999999999999,0.1025,0.27859999999999996,0.3137272727272727
yoshi,luigi,donut_plains,luigi,0.45454545454545453,0.509090909090909,0.10375000000000001,0.12274999999999998,0.3142272727272727,0.3545545454545454
koopa_troopa,princess_peach,vanilla_lake,princess_peach,0.4,0.45454545454545453,0.09649999999999999,0.1025,0.27859999999999996,0.3137272727272727
koopa_troopa,toad,choco_island,toad,0.4,0.45454545454545453,0.11300000000000002,0.12400000000000003,0.2852,0.32232727272727274
toad,yoshi,rainbow_road,toad,0.45454545454545453,0.45454545454545453,0.125,0.1,0.3227272727272727,0.31272727272727274
yoshi,toad,koopa_beach,toad,0.45454545454545453,0.45454545454545453,0.10374999999999998,0.1115,0.3142272727272727,0.3173272727272727
yoshi,donkey_kong_jr,rainbow_road,donkey_kong_jr,0.45454545454545453,0.5818181818181818,0.1,0.15,0.31272727272727274,0.40909090909090906
donkey_kong_jr,toad,vanilla_lake,donkey_kong_jr,0.5818181818181818,0.45454545454545453,0.15349999999999997,0.11199999999999999,0.4104909090909091,0.3175272727272727
princess_peach,toad,choco_island,toad,0.45454545454545453,0.45454545454545453,0.10250000000000001,0.12400000000000003,0.31372727272727274,0.32232727272727274
yoshi,bowser,vanilla_lake,bowser,0.45454545454545453,0.4727272727272727,0.1025,0.09899999999999999,0.3137272727272727,0.32323636363636365
bowser,donkey_kong_jr,rainbow_road,donkey_kong_jr,0.4727272727272727,0.5818181818181818,0.075,0.15,0.3136363636363636,0.40909090909090906
luigi,toad,vanilla_lake,luigi,0.509090909090909,0.45454545454545453,0.12049999999999998,0.11199999999999999,0.35365454545454544,0.3175272727272727
bowser,mario,vanilla_lake,mario,0.4727272727272727,0.4727272727272727,0.09899999999999999,0.1045,0.32323636363636365,0.32543636363636363
luigi,mario,koopa_beach,luigi,0.509090909090909,0.4727272727272727,0.11975,0.10525,0.3533545454545454,0.3257363636363636
yoshi,mario,choco_island,mario,0.45454545454545453,0.4727272727272727,0.10250000000000001,0.1015,0.31372727272727274,0.32423636363636366
koopa_troopa,princess_peach,koopa_beach,princess_peach,0.4,0.45454545454545453,0.09674999999999999,0.10374999999999998,0.2787,0.3142272727272727
koopa_troopa,bowser,rainbow_road,bowser,0.4,0.4727272727272727,0.1125,0.075,0.285,0.3136363636363636
donkey_kong_jr,yoshi,koopa_beach,donkey_kong_jr,0.5818181818181818,0.45454545454545453,0.15075,0.10374999999999998,0.4093909090909091,0.3142272727272727
luigi,mario,koopa_beach,luigi,0.509090909090909,0.4727272727272727,0.11975,0.10525,0.3533545454545454,0.3257363636363636
princess_peach,mario,choco_island,mario,0.45454545454545453,0.4727272727272727,0.10250000000000001,0.1015,0.31372727272727274,0.32423636363636366
koopa_troopa,donkey_kong_jr,rainbow_road,donkey_kong_jr,0.4,0.5818181818181818,0.1125,0.15,0.285,0.40909090909090906
koopa_troopa,donkey_kong_jr,choco_island,donkey_kong_jr,0.4,0.5818181818181818,0.11300000000000002,0.1445,0.2852,0.4068909090909091
koopa_troopa,donkey_kong_jr,donut_plains,donkey_kong_jr,0.4,0.5818181818181818,0.11324999999999999,0.14175,0.2853,0.4057909090909091
toad,koopa_troopa,donut_plains,toad,0.45454545454545453,0.4,0.12349999999999998,0.11324999999999999,0.3221272727272727,0.2853
toad,bowser,vanilla_lake,bowser,0.45454545454545453,0.4727272727272727,0.11199999999999999,0.09899999999999999,0.3175272727272727,0.32323636363636365
mario,princess_peach,donut_plains,mario,0.4727272727272727,0.45454545454545453,0.10225,0.10375000000000001,0.3245363636363636,0.3142272727272727
donkey_kong_jr,bowser,vanilla_lake,donkey_kong_jr,0.5818181818181818,0.4727272727272727,0.15349999999999997,0.09899999999999999,0.4104909090909091,0.32323636363636365
princess_peach,bowser,choco_island,bowser,0.45454545454545453,0.4727272727272727,0.10250000000000001,0.078,0.31372727272727274,0.31483636363636364
bowser,princess_peach,vanilla_lake,bowser,0.4727272727272727,0.45454545454545453,0.09899999999999999,0.1025,0.32323636363636365,0.3137272727272727
mario,koopa_troopa,donut_plains,mario,0.4727272727272727,0.4,0.10225,0.11324999999999999,0.3245363636363636,0.2853
princess_peach,donkey_kong_jr,donut_plains,donkey_kong_jr,0.45454545454545453,0.5818181818181818,0.10375000000000001,0.14175,0.3142272727272727,0.4057909090909091
toad,princess_peach,koopa_beach,toad,0.45454545454545453,0.45454545454545453,0.1115,0.10374999999999998,0.3173272727272727,0.3142272727272727
princess_peach,mario,rainbow_road,mario,0.45454545454545453,0.4727272727272727,0.1,0.1,0.31272727272727274,0.3236363636363636
princess_peach,koopa_troopa,vanilla_lake,princess_peach,0.45454545454545453,0.4,0.1025,0.09649999999999999,0.3137272727272727,0.27859999999999996
donkey_kong_jr,bowser,vanilla_lake,donkey_kong_jr,0.5818181818181818,0.4727272727272727,0.15349999999999997,0.09899999999999999,0.4104909090909091,0.32323636363636365
mario,princess_peach,donut_plains,mario,0.4727272727272727,0.45454545454545453,0.10225,0.10375000000000001,0.3245363636363636,0.3142272727272727
luigi,princess_peach,rainbow_road,luigi,0.509090909090909,0.45454545454545453,0.125,0.1,0.3554545454545454,0.31272727272727274
luigi,princess_peach,choco_island,luigi,0.509090909090909,0.45454545454545453,0.12350000000000001,0.10250000000000001,0.3548545454545454,0.31372727272727274
yoshi,princess_peach,vanilla_lake,Tie,0.45454545454545453,0.45454545454545453,0.1025,0.1025,0.3137272727272727,0.3137272727272727
mario,donkey_kong_jr,koopa_beach,donkey_kong_jr,0.4727272727272727,0.5818181818181818,0.10525,0.15075,0.3257363636363636,0.4093909090909091
koopa_troopa,mario,koopa_beach,mario,0.4,0.4727272727272727,0.09674999999999999,0.10525,0.2787,0.3257363636363636
bowser,yoshi,vanilla_lake,bowser,0.4727272727272727,0.45454545454545453,0.09899999999999999,0.1025,0.32323636363636365,0.3137272727272727
yoshi,bowser,choco_island,bowser,0.45454545454545453,0.4727272727272727,0.10250000000000001,0.078,0.31372727272727274,0.31483636363636364
luigi,toad,rainbow_road,luigi,0.509090909090909,0.45454545454545453,0.125,0.125,0.3554545454545454,0.3227272727272727
yoshi,bowser,rainbow_road,bowser,0.45454545454545453,0.4727272727272727,0.1,0.075,0.31272727272727274,0.3136363636363636
toad,yoshi,donut_plains,toad,0.45454545454545453,0.45454545454545453,0.12349999999999998,0.10375000000000001,0.3221272727272727,0.3142272727272727
toad,koopa_troopa,vanilla_lake,toad,0.45454545454545453,0.4,0.11199999999999999,0.09649999999999999,0.3175272727272727,0.27859999999999996
mario,toad,rainbow_road,mario,0.4727272727272727,0.45454545454545453,0.1,0.125,0.3236363636363636,0.3227272727272727
koopa_troopa,toad,donut_plains,toad,0.4,0.45454545454545453,0.11324999999999999,0.12349999999999998,0.2853,0.3221272727272727
koopa_troopa,luigi,donut_plains,luigi,0.4,0.509090909090909,0.11324999999999999,0.12274999999999998,0.2853,0.3545545454545454
mario,luigi,rainbow_road,luigi,0.4727272727272727,0.509090909090909,0.1,0.125,0.3236363636363636,0.3554545454545454
bowser,donkey_kong_jr,donut_plains,donkey_kong_jr,0.4727272727272727,0.5818181818181818,0.07949999999999999,0.14175,0.3154363636363636,0.4057909090909091
donkey_kong_jr,mario,choco_island,donkey_kong_jr,0.5818181818181818,0.4727272727272727,0.1445,0.1015,0.4068909090909091,0.32423636363636366
koopa_troopa,donkey_kong_jr,donut_plains,donkey_kong_jr,0.4,0.5818181818181818,0.11324999999999999,0.14175,0.2853,0.4057909090909091
donkey_kong_jr,mario,vanilla_lake,donkey_kong_jr,0.5818181818181818,0.4727272727272727,0.15349999999999997,0.1045,0.4104909090909091,0.32543636363636363
toad,bowser,vanilla_lake,bowser,0.45454545454545453,0.4727272727272727,0.11199999999999999,0.09899999999999999,0.3175272727272727,0.32323636363636365
donkey_kong_jr,koopa_troopa,choco_island,donkey_kong_jr,0.5818181818181818,0.4,0.1445,0.11300000000000002,0.4068909090909091,0.2852
toad,princess_peach,choco_island,toad,0.45454545454545453,0.45454545454545453,0.12400000000000003,0.10250000000000001,0.32232727272727274,0.31372727272727274
yoshi,princess_peach,koopa_beach,Tie,0.45454545454545453,0.45454545454545453,0.10374999999999998,0.10374999999999998,0.3142272727272727,0.3142272727272727
mario,yoshi,vanilla_lake,mario,0.4727272727272727,0.45454545454545453,0.1045,0.1025,0.32543636363636363,0.3137272727272727
toad,koopa_troopa,rainbow_road,toad,0.45454545454545453,0.4,0.125,0.1125,0.3227272727272727,0.285
mario,luigi,vanilla_lake,luigi,0.4727272727272727,0.509090909090909,0.1045,0.12049999999999998,0.32543636363636363,0.35365454545454544
bowser,donkey_kong_jr,vanilla_lake,donkey_kong_jr,0.4727272727272727,0.5818181818181818,0.09899999999999999,0.15349999999999997,0.32323636363636365,0.4104909090909091
bowser,princess_peach,vanilla_lake,bowser,0.4727272727272727,0.45454545454545453,0.09899999999999999,0.1025,0.32323636363636365,0.3137272727272727
toad,princess_peach,donut_plains,toad,0.45454545454545453,0.45454545454545453,0.12349999999999998,0.10375000000000001,0.3221272727272727,0.3142272727272727
mario,toad,koopa_beach,mario,0.4727272727272727,0.45454545454545453,0.10525,0.1115,0.3257363636363636,0.3173272727272727
koopa_troopa,bowser,donut_plains,bowser,0.4,0.4727272727272727,0.11324999999999999,0.07949999999999999,0.2853,0.3154363636363636
mario,bowser,choco_island,mario,0.4727272727272727,0.4727272727272727,0.1015,0.078,0.32423636363636366,0.31483636363636364
koopa_troopa,toad,vanilla_lake,toad,0.4,0.45454545454545453,0.09649999999999999,0.11199999999999999,0.27859999999999996,0.3175272727272727
princess_peach,koopa_troopa,choco_island,princess_peach,0.45454545454545453,0.4,0.10250000000000001,0.11300000000000002,0.31372727272727274,0.2852
koopa_troopa,toad,choco_island,toad,0.4,0.45454545454545453,0.11300000000000002,0.12400000000000003,0.2852,0.32232727272727274
